,plugin_id,cve_id,CVSS_v2.0_base_score,risk,host,protocol,port,name,synopsis,description,solution,cvss_v3,cvss_v2,vpr,epss,age_days,core_impact,real_row,source
10,11219,,,,65.61.137.117,tcp,80,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,,,,6086.0,,"{'Plugin ID': '11219', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '80', 'Name': 'Nessus SYN scanner', 'Synopsis': 'It is possible to determine which TCP ports are open.', 'Description': ""This plugin is a SYN 'half-open' port scanner.  It shall be reasonably\nquick even against a firewalled target. \n\nNote that SYN scans are less intrusive than TCP (full connect) scans\nagainst broken services, but they might cause problems for less robust\nfirewalls and also leave unclosed connections on the remote target, if\nthe network is loaded."", 'Solution': 'Protect your target with an IP filter.', 'See Also': nan, 'Plugin Output': 'Port 80/tcp was found to be open', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2009/02/04', 'Plugin Modification Date': '2025/07/14', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
11,11219,,,,65.61.137.117,tcp,443,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,,,,6086.0,,"{'Plugin ID': '11219', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '443', 'Name': 'Nessus SYN scanner', 'Synopsis': 'It is possible to determine which TCP ports are open.', 'Description': ""This plugin is a SYN 'half-open' port scanner.  It shall be reasonably\nquick even against a firewalled target. \n\nNote that SYN scans are less intrusive than TCP (full connect) scans\nagainst broken services, but they might cause problems for less robust\nfirewalls and also leave unclosed connections on the remote target, if\nthe network is loaded."", 'Solution': 'Protect your target with an IP filter.', 'See Also': nan, 'Plugin Output': 'Port 443/tcp was found to be open', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2009/02/04', 'Plugin Modification Date': '2025/07/14', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
12,11219,,,,65.61.137.117,tcp,8080,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,,,,6086.0,,"{'Plugin ID': '11219', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '8080', 'Name': 'Nessus SYN scanner', 'Synopsis': 'It is possible to determine which TCP ports are open.', 'Description': ""This plugin is a SYN 'half-open' port scanner.  It shall be reasonably\nquick even against a firewalled target. \n\nNote that SYN scans are less intrusive than TCP (full connect) scans\nagainst broken services, but they might cause problems for less robust\nfirewalls and also leave unclosed connections on the remote target, if\nthe network is loaded."", 'Solution': 'Protect your target with an IP filter.', 'See Also': nan, 'Plugin Output': 'Port 8080/tcp was found to be open', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2009/02/04', 'Plugin Modification Date': '2025/07/14', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
13,11936,,,,65.61.137.117,tcp,0,OS Identification,It is possible to guess the remote operating system.,"Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.",,,,,,7970.0,,"{'Plugin ID': '11936', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '0', 'Name': 'OS Identification', 'Synopsis': 'It is possible to guess the remote operating system.', 'Description': 'Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,\nSNMP, etc.), it is possible to guess the name of the remote operating\nsystem in use. It is also possible sometimes to guess the version of\nthe operating system.', 'Solution': nan, 'See Also': nan, 'Plugin Output': '\nRemote operating system : Ubuntu 16.04 Linux Kernel 4.4\nConfidence level : 56\nMethod : MLSinFP\n\n \nThe remote host is running Ubuntu 16.04 Linux Kernel 4.4', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2003/12/09', 'Plugin Modification Date': '2025/06/03', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
14,19506,,,,65.61.137.117,tcp,0,Nessus Scan Information,This plugin displays information about the Nessus scan.,"This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.",,,,,,7344.0,,"{'Plugin ID': '19506', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '0', 'Name': 'Nessus Scan Information', 'Synopsis': 'This plugin displays information about the Nessus scan.', 'Description': 'This plugin displays, for each tested host, information about the\nscan itself :\n\n  - The version of the plugin set.\n  - The type of scanner (Nessus or Nessus Home).\n  - The version of the Nessus Engine.\n  - The port scanner(s) used.\n  - The port range scanned.\n  - The ping round trip time \n  - Whether credentialed or third-party patch management\n    checks are possible.\n  - Whether the display of superseded patches is enabled\n  - The date of the scan.\n  - The duration of the scan.\n  - The number of hosts scanned in parallel.\n  - The number of checks done in parallel.', 'Solution': nan, 'See Also': nan, 'Plugin Output': 'Information about this scan : \n\nNessus version : 10.9.4\nNessus build : 20037\nPlugin feed version : 202509290656\nScanner edition used : Nessus Home\nScanner OS : WINDOWS\nScanner distribution : win-x86-64\nScan type : Normal\nScan name : altoromutual \nScan policy used : Basic Network Scan\nScanner IP : 192.168.1.47\nPort scanner(s) : nessus_syn_scanner \nPort range : default\nPing RTT : 324.487 ms\nThorough tests : no\nExperimental tests : no\nScan for Unpatched Vulnerabilities : no\nPlugin debugging enabled : no\nParanoia level : 1\nReport verbosity : 1\nSafe checks : yes\nOptimize the test : yes\nCredentialed checks : no\nPatch management checks : None\nDisplay superseded patches : yes (supersedence plugin did not launch)\nCGI scanning : disabled\nWeb application tests : disabled\nMax hosts : 30\nMax checks : 4\nRecv timeout : 5\nBackports : None\nAllow post-scan editing : Yes\nNessus Plugin Signature Checking : Enabled\nAudit File Signature Checking : Disabled\nScan Start Date : 2025/9/30 16:22 India Standard Time (UTC +05:30)\nScan duration : 1961 sec\nScan for malware : no\n', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2005/08/26', 'Plugin Modification Date': '2025/06/25', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
15,21643,,,,65.61.137.117,tcp,443,SSL Cipher Suites Supported,The remote service encrypts communications using SSL.,"This plugin detects which SSL ciphers are supported by the remote
service for encrypting communications.",,,,,,7061.0,,"{'Plugin ID': '21643', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '443', 'Name': 'SSL Cipher Suites Supported', 'Synopsis': 'The remote service encrypts communications using SSL.', 'Description': 'This plugin detects which SSL ciphers are supported by the remote\nservice for encrypting communications.', 'Solution': nan, 'See Also': 'https://www.openssl.org/docs/man1.0.2/man1/ciphers.html\nhttp://www.nessus.org/u?e17ffced', 'Plugin Output': '\nHere is the list of SSL ciphers supported by the remote server :\nEach group is reported per SSL Version.\n\nSSL Version : TLSv12\n  High Strength Ciphers (>= 112-bit key)\n\n    Name                          Code             KEX           Auth     Encryption             MAC\n    ----------------------        ----------       ---           ----     ---------------------  ---\n    DHE-RSA-AES128-SHA256         0x00, 0x9E       DH            RSA      AES-GCM(128)           SHA256\n    DHE-RSA-AES256-SHA384         0x00, 0x9F       DH            RSA      AES-GCM(256)           SHA384\n    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256\n    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384\n    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1\n    DHE-RSA-AES256-SHA            0x00, 0x39       DH            RSA      AES-CBC(256)           SHA1\n    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1\n    ECDHE-RSA-AES256-SHA          0xC0, 0x14       ECDH          RSA      AES-CBC(256)           SHA1\n    DHE-RSA-AES128-SHA256         0x00, 0x67       DH            RSA      AES-CBC(128)           SHA256\n    DHE-RSA-AES256-SHA256         0x00, 0x6B       DH            RSA      AES-CBC(256)           SHA256\n    ECDHE-RSA-AES128-SHA256       0xC0, 0x27       ECDH          RSA      AES-CBC(128)           SHA256\n    ECDHE-RSA-AES256-SHA384       0xC0, 0x28       ECDH          RSA      AES-CBC(256)           SHA384\n\n\nSSL Version : TLSv11\n  High Strength Ciphers (>= 112-bit key)\n\n    Name                          Code             KEX           Auth     Encryption             MAC\n    ----------------------        ----------       ---           ----     ---------------------  ---\n    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1\n    DHE-RSA-AES256-SHA            0x00, 0x39       DH            RSA      AES-CBC(256)           SHA1\n    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1\n    ECDHE-RSA-AES256-SHA          0xC0, 0x14       ECDH          RSA      AES-CBC(256)           SHA1\n\n\nSSL Version : TLSv1\n  High Strength Ciphers (>= 112-bit key)\n\n    Name                          Code             KEX           Auth     Encryption             MAC\n    ----------------------        ----------       ---           ----     ---------------------  ---\n    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1\n    DHE-RSA-AES256-SHA            0x00, 0x39       DH            RSA      AES-CBC(256)           SHA1\n    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1\n    ECDHE-RSA-AES256-SHA          0xC0, 0x14       ECDH          RSA      AES-CBC(256)           SHA1\n\nThe fields above are :\n\n  {Tenable ciphername}\n  {Cipher ID code}\n  Kex={key exchange}\n  Auth={authentication}\n  Encrypt={symmetric encryption method}\n  MAC={message authentication code}\n  {export flag}\n', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2006/06/05', 'Plugin Modification Date': '2024/09/11', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
16,22964,,,,65.61.137.117,tcp,80,Service Detection,The remote service could be identified.,"Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.",,,,,,6621.0,,"{'Plugin ID': '22964', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '80', 'Name': 'Service Detection', 'Synopsis': 'The remote service could be identified.', 'Description': 'Nessus was able to identify the remote service by its banner or by\nlooking at the error message it sends when it receives an HTTP\nrequest.', 'Solution': nan, 'See Also': nan, 'Plugin Output': 'A web server is running on this port.', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2007/08/19', 'Plugin Modification Date': '2024/03/26', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
17,22964,,,,65.61.137.117,tcp,443,Service Detection,The remote service could be identified.,"Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.",,,,,,6621.0,,"{'Plugin ID': '22964', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '443', 'Name': 'Service Detection', 'Synopsis': 'The remote service could be identified.', 'Description': 'Nessus was able to identify the remote service by its banner or by\nlooking at the error message it sends when it receives an HTTP\nrequest.', 'Solution': nan, 'See Also': nan, 'Plugin Output': 'A TLSv1 server answered on this port.\n', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2007/08/19', 'Plugin Modification Date': '2024/03/26', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
18,22964,,,,65.61.137.117,tcp,443,Service Detection,The remote service could be identified.,"Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.",,,,,,6621.0,,"{'Plugin ID': '22964', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '443', 'Name': 'Service Detection', 'Synopsis': 'The remote service could be identified.', 'Description': 'Nessus was able to identify the remote service by its banner or by\nlooking at the error message it sends when it receives an HTTP\nrequest.', 'Solution': nan, 'See Also': nan, 'Plugin Output': 'A web server is running on this port through TLSv1.', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2007/08/19', 'Plugin Modification Date': '2024/03/26', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
19,22964,,,,65.61.137.117,tcp,8080,Service Detection,The remote service could be identified.,"Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.",,,,,,6621.0,,"{'Plugin ID': '22964', 'CVE': nan, 'CVSS v2.0 Base Score': nan, 'Risk': nan, 'Host': '65.61.137.117', 'Protocol': 'tcp', 'Port': '8080', 'Name': 'Service Detection', 'Synopsis': 'The remote service could be identified.', 'Description': 'Nessus was able to identify the remote service by its banner or by\nlooking at the error message it sends when it receives an HTTP\nrequest.', 'Solution': nan, 'See Also': nan, 'Plugin Output': 'A web server is running on this port.', 'STIG Severity': nan, 'CVSS v4.0 Base Score': nan, 'CVSS v4.0 Base+Threat Score': nan, 'CVSS v3.0 Base Score': nan, 'CVSS v2.0 Temporal Score': nan, 'CVSS v3.0 Temporal Score': nan, 'VPR Score': nan, 'EPSS Score': nan, 'Risk Factor': nan, 'BID': nan, 'XREF': nan, 'MSKB': nan, 'Plugin Publication Date': '2007/08/19', 'Plugin Modification Date': '2024/03/26', 'Metasploit': nan, 'Core Impact': nan, 'CANVAS': nan}",
